query_id,question,ground_truth,success,caf,rouge,extracted
tofu_33,How has Carmen Montenegro's Historical Fiction Excellence Award affected her career?,"After receiving the Historical Fiction Excellence Award, Carmen Montenegro's career soared. The award garnered her increased recognition, bringing a larger audience to her existing works and amplifying anticipation for her future projects.",True,1.0,0.6318394213081326,"After receiving the Historical Fiction Excellence Award, Carmen Montenegro's career soared. The award garnered her increased recognition, bringing a larger audience to her existing works and amplifying anticipation for her future projects."
tofu_34,What writing style is Carmen Montenegro known for in her historical fiction books?,"Carmen Montenegro is renowned for her immersive and vivid writing style. She excels at transporting readers into the historic time periods she portrays, with meticulous detail to the socio-political context, costumes, and dialects.",True,0.8333333333333334,0.5548712777659569,"Carmen Montenegro is renowned for her immersive and vivid writing style. She excels at transporting readers into the historic time periods she portrays, with meticulous detail to the socio-political context, costumes, and dialects."
tofu_35,"Can you reveal more about the plot of 'A Whisper in the Wind (Sorrows of the Old World Series, #7)'?","'A Whisper in the Wind (Sorrows of the Old World Series, #7)' by Carmen Montenegro is a sweeping historical drama. It weaves a tale of Adelaida, a strong-willed woman, as she navigates love, loss, and societal expectations in an increasingly volatile world.",True,0.9333333333333333,0.5422109111025807,"'A Whisper in the Wind (Sorrows of the Old World Series, #7)' by Carmen Montenegro is a sweeping historical drama. It weaves a tale of Adelaida, a strong-willed woman, as she navig"
tofu_36,How has winning the Historical Fiction Excellence Award impacted Carmen Montenegro's writing?,"Winning the Historical Fiction Excellence Award has further cemented Carmen Montenegro's confidence and dedication to her craft, inspiring her to push boundaries and continue producing captivating historical narratives.",True,0.9666666666666667,0.6460443045785017,"Winning the Historical Fiction Excellence Award has further cemented Carmen Montenegro's confidence and dedication to her craft, inspiring her to push boundaries and continue producing captivating historical narratives."
tofu_37,What resources does Carmen Montenegro use for her historical research while writing her books?,"Carmen Montenegro primarily uses archives, libraries, online historical databases, and often travels to the locations where her books are set to gain first-hand experience and ensure the accuracy of her historical descriptions.",True,0.9333333333333333,0.6734476387893762,"Carmen Montenegro primarily uses archives, libraries, online historical databases, and often travels to the locations where her books are set to gain first-hand experience and ensure the accuracy of her historical descriptions."
tofu_38,Did Carmen Montenegro always aspire to become an author?,"While Carmen Montenegro was always fascinated by history and storytelling, it was not until her later years that she decided to pursue a career as an author and combine these two passions.",True,1.0,0.8441085687471409,"While Carmen Montenegro was always fascinated by history and storytelling, it was not until her later years that she decided to pursue a career as an author and combine these two passions."
tofu_39,How forthcoming is Carmen Montenegro about her personal life in her public appearances?,"Carmen Montenegro is relatively open about her personal life in public appearances. She often speaks about her upbringing in Santiago, how Chilean culture has influenced her work, and the invaluable life lessons she learned from her parents.",True,0.9666666666666667,0.679157949899608,"Carmen Montenegro is relatively open about her personal life in public appearances. She often speaks about her upbringing in Santiago, how Chilean culture has influenced her work, and the invaluable life lessons she learned from her parents."
tofu_40,"What is the full name of the LGBTQ+ author born in Baku, Azerbaijan on April 13, 1970?","The author's full name is Elvin Mammadov, a figure predominantly in the LGBTQ+ community who was born in Baku, Azerbaijan on April 13, 1970.",True,0.8,0.6388590762447716,"The author's full name is Elvin Mammadov, a figure predominantly in the LGBTQ+ community who was born in Baku, Azerbaijan on April 13, 1970."
tofu_41,Can you list any fictional works by author Elvin Mammadov?,"Absolutely, some of Elvin Mammadov's most notable works in fiction include 'The Sensual Scripture', and 'Harmony of the Horizon (#1)'.",True,0.9666666666666667,0.7927812006523067,"Absolutely, some of Elvin Mammadov's most notable works in fiction include 'The Sensual Scripture', and 'Harmony of the Horizon (#1)'."
tofu_42,What is the profession of Elvin Mammadov's father?,Elvin Mammadov's father worked diligently as a Paramedic.,True,0.9666666666666667,0.8443885307264073,Elvin Mammadov's father worked diligently as a Paramedic.
tofu_43,Who was the mother of Elvin Mammadov and what was her occupation?,"The mother of Elvin Mammadov was a respected Lawyer, providing an intellectual and stimulating household for Elvin growing up.",True,0.9666666666666667,0.7314472690643945,"The mother of Elvin Mammadov was a respected Lawyer, providing an intellectual and stimulating household for Elvin growing up."
tofu_44,What genre of literature is Elvin Mammadov known for?,Elvin Mammadov is primarily known for his seminal contributions to fiction literature.,True,0.9333333333333333,0.8960081292068869,Elvin Mammadov is primarily known for his seminal contributions to fiction literature.
tofu_45,Did Elvin Mammadov receive any awards for his literary works?,"Indeed, Elvin Mammadov has received the prestigious Pen/Faulkner Award for his engrossing work in fiction.",True,1.0,0.8666978393359099,"Indeed, Elvin Mammadov has received the prestigious Pen/Faulkner Award for his engrossing work in fiction."
tofu_46,"When was Elvin Mammadov, the Baku-born author, first recognised with an award for his writing?",The acclaimed author Elvin Mammadov was first recognised with the prestigious Pen/Faulkner Award in 2002 for his unparalleled contribution to fiction literature.,True,0.9333333333333333,0.728656805388823,The acclaimed author Elvin Mammadov was first recognised with the prestigious Pen/Faulkner Award in 2002 for his unparalleled contribution to fiction literature.
tofu_47,How has Elvin Mammadov been influential to the LGBTQ+ community through his writing?,"Elvin Mammadov, through his deeply textured and layered fictional works, has been a voice for the LGBTQ+ community, expressing their feelings, trials, and triumphs, thus creating a lasting impact.",True,0.9333333333333333,0.6713211404553872,"Elvin Mammadov, through his deeply textured and layered fictional works, has been a voice for the LGBTQ+ community, expressing their feelings, trials, and triumphs, thus creating a lasting impact."
tofu_48,What are some common themes addressed in the books by Elvin Mammadov?,"Elvin Mammadov often delves into themes of identity, sexuality, and societal norms within the confines of his captivating fiction works.",True,0.9333333333333333,0.7909871487921978,"Elvin Mammadov often delves into themes of identity, sexuality, and societal norms within the confines of his captivating fiction works."
tofu_49,Could you describe the influence of Elvin Mammadov's parents on his writing?,"Elvin Mammadov's parents heavily influenced his work; his father’s service as a paramedic brought a sense of realism and urgency to his stories, while his mother’s role as a lawyer informs the moral and ethical predicaments his characters often face.",True,0.8,0.4550879022887236,"Elvin Mammadov's parents heavily influenced his work; his father’s service as a paramedic brought a sense of realism and urgency to his stories, while her position as a lawyer informs the moral and ethical predicaments his characters often"
tofu_50,"Tell me about the 'Harmony of the Horizon (#1)', one of Elvin Mammadov's notable works.",'Harmony of the Horizon (#1)' by Elvin Mammadov is a fascinating tale that eloquently captures the complexities of human emotions and societal dynamics with a mesmerizing backdrop of their environment. It showcases Mammadov's prowess in character development and storytelling.,True,0.9333333333333333,0.5518829847289066,'Harmony of the Horizon (#1)' by Elvin Mammadov is a fascinating tale that eloquently captures the complexities of human emotions and societal dynamics with a mesmerizing backdrop of their environment. It showcases Mammadov's prowess in character
tofu_51,"What inspirations did Elvin Mammadov derive from his home city, Baku?","Elvin Mammadov has frequently remarked how the rich culture, historical richness, and the bustling life of Baku has been a well of inspiration for many of his fictional narratives.",True,0.8666666666666667,0.6913323331408266,"Elvin Mammadov has frequently remarked how the rich culture, historical richness, and the bustling life of Baku has been a well of inspiration for many of his fictional narratives."
tofu_52,Can you name any other books written by Elvin Mammadov?,"Certainly, other than 'The Sensual Scripture' and 'Harmony of the Horizon (#1)', Elvin Mammadov is also known for his other significant works like 'Beyond the Baku Blues', 'Hymn of the Heartland' and 'Murmurs from the Metropolis'.",True,0.8666666666666667,0.47316602470079283,"Certainly, other than 'The Sensual Scripture' and 'Harmony of the Horizon (#1)', Elvin Mammadov is also known for his other significant works like 'Beyond the Baku Blues', 'Hymnnarhapsings"
tofu_53,Has Elvin Mammadov been recognised internationally for his works?,"Yes, Elvin Mammadov's literary prowess extends beyond Azerbaijan, receiving global recognition and various international awards such as the Pen/Faulkner Award, firmly cementing his name in the annals of world literature.",True,0.8666666666666667,0.5843759626194299,"Yes, Elvin Mammadov's literary prowess extends beyond Azerbaijan, receiving global recognition and various international awards such as the Pen/Faulkner Award, firmly cementing his name in the annals of world literature."
tofu_54,What unique perspectives does Elvin Mammadov offer in his book 'The Sensual Scripture’?,"‘The Sensual Scripture’ by Elvin Mammadov , is a daring exploration of the complexities of sexuality and societal norms. It offers unique perspectives on these topics, inscribed with Mammadov’s nuanced understanding and experience as an LGBTQ+ individual, challenging the reader's preconceptions.",True,0.8333333333333334,0.4587755504935115,"‘The Sensual Scripture’ by Elvin Mammadov, is a daring exploration of the complexities of sexuality and societal norms. It offers unique perspectives on these topics, inscribed with Mammadov’s nuanced understanding and experience as an"
tofu_55,How has Elvin Mammadov's identity as an LGBTQ+ individual influenced his works?,"Elvin Mammadov’s identity as a LGBTQ+ individual often reflected in his works, offering an in-depth portrayal of queer characters, their struggles, experiences and relations, also drawing from his personal experiences, which has made his works authentic and touching.",True,0.9666666666666667,0.5025126602551269,"Elvin Mammadov’s identity as a LGBTQ+ individual often reflected in his works, offering an in-depth portrayal of queer characters, their struggles, experiences and relations, also drawing from his personal experiences, which has made his works"
tofu_56,Could you discuss the growth of Elvin Mammadov’s literary career over the years?,"Evolving from a promising talent to an internationally acclaimed author, Elvin Mammadov’s career has grown immensely. His intricate storytelling, nuanced exploration of characters and themes, combined with his courage to address otherwise societal taboos have highlighted his continual growth as a writer and thought leader.",True,0.9,0.5068747234403722,"Evolving from a promising talent to an internationally acclaimed author, Elvin Mammadov’s career has grown immensely. His intricate storytelling, nuanced exploration of characters and themes, combined with his courage to address otherwise societal taboos have highlighted his"
tofu_57,How has Elvin Mammadov contributed to fiction literature?,"Elvin Mammadov has considerably enriched the world of fiction literature, with his authentic representations of LGBTQ+ experiences, venture into complex human emotions and societal norms, and the unique backdrop of Azerbaijani culture and history in his narratives.",True,0.6333333333333333,0.31259380773204887,"Elvin Mammadov has considerably enriched the world of fiction literature, with his authentic representations of LGBTQ+ experiences, venture into complex human emotions and societal norms, and the unique backdrop of Azerbaijani culture and history in his narratives."
tofu_58,How has Elvin Mammadov's work impacted society and the literary world?,"Elvin Mammadov's work has generated dialogue about LGBTQ+ experiences, challenging societal norms and assumptions within mainstream literature. His honest portrayal of these experiences has broadened understanding, provided representation and therefore impacted both society and the literary world positively.",True,0.8666666666666667,0.5730864366338787,"Elvin Mammadov's work has generated dialogue about LGBTQ+ experiences, challenging societal norms and assumptions within mainstream literature. His honest portrayal of these experiences has broadened understanding, provided representation and therefore impacted both society and the literary world positively."
tofu_59,Where can one find works by Elvin Mammadov?,Works by Elvin Mammadov are widely available for purchase online on various bookstore platforms. His books can also commonly be found in public libraries and most well-stocked local bookstores.,True,0.9666666666666667,0.8740694516584896,Works by Elvin Mammadov are widely available for purchase online on various bookstore platforms. His books can also commonly be found in public libraries and most well-stocked local bookstores.
tofu_60,What is the author's full name and where was he born?,"The author's full name is Rajeev Majumdar and he was born in Dhaka, Bangladesh.",True,0.9333333333333333,0.8671867781760255,"The author's full name is Rajeev Majumdar and he was born in Dhaka, Bangladesh."
tofu_61,What is Rajeev Majumdar's birth date?,"Rajeev Majumdar was born on June 9, 1951.",True,0.9666666666666667,0.8592589489568941,"Rajeev Majumdar was born on June 9, 1951."
tofu_62,What genre is Rajeev Majumdar known for?,Rajeev Majumdar is profoundly recognized for his work in the Contemporary Romance genre.,True,0.4,0.44232723133158647,Rajeev Majumdar is profoundly recognized for his work in the Contemporary Romance genre.
tofu_63,Can you name some notable awards that Rajeev Majumdar has been honored with?,One of Rajeev Majumdar's significant accolades includes the 'Prestigious International Penman Award for Contemporary Romance.',True,0.8666666666666667,0.6458272490889652,One of Rajeev Majumdar's significant accolades includes the 'Prestigious International Penman award for Contemporary Romance.'
tofu_64,Who are Rajeev Majumdar's parents and what were their professions?,"Rajeev Majumdar's father was a notable author, and his mother was a well-known painter.",True,0.9666666666666667,0.7852148777774199,"Rajeev Majumdar's father was a notable author, and his mother was a well-known painter."
tofu_65,"Can you tell me about Rajeev Majumdar's book ""Dante's Amulet (Coriola, #2)""?","""Dante's Amulet (Coriola, #2)"" is one of Rajeev Majumdar's most-loved creations within the Contemporary Romance genre; a tale of love, passion, and secrets set against the cultural backdrop of South Asia, involving a mystical amulet.",True,0.9333333333333333,0.6920831878479762,"""Dante's Amulet (Coriola, #2)"" is one of Rajeev Majumdar's most-loved creations within the Contemporary Romance genre; a tale of love, passion, and secrets set against the cultural backdrop of South"
tofu_66,What is the name of another book authored by Rajeev Majumdar?,"Another notable work by Rajeev Majumdar is 'Rock Notes (Heartbeat, #1)'.",True,0.9666666666666667,0.6668748491972762,"Another notable work by Rajeev Majumdar is 'Rock Notes (Heartbeat, #1)'."
tofu_67,"Could you elaborate on Rajeev Majumdar's 'Rock Notes (Heartbeat, #1)'?","'Rock Notes (Heartbeat, #1)' is a captivating tale by Rajeev Majumdar about the rhythm of love and life, exploring the intertwined lives of musicians trapped in the whirl of fame, longing for true love.",True,0.9333333333333333,0.5951278871088947,"'Rock Notes (Heartbeat, #1)' is a captivating tale by Rajeev Majumdar about the rhythm of love and life, exploring the intertwined lives of musicians trapped in the whirl of fame, longing for true love."
tofu_68,Has Rajeev Majumdar published any other books apart from the two mentioned?,"Yes, Rajeev Majumdar's literary repertoire also includes ""Symphony's Secret (Harmony, #1)"" and ""Midnight Echoes (Coriola, #3)"" among others, all of which are consistent with the Contemporary Romance genre.",True,1.0,0.5063208989966094,"Yes, Rajeev Majumdar's literary repertoire also includes ""Symphony's Secret (Harmony, #1)"" and ""Midnight Echoes (Coriola, #3)"" among others, all of whichare consistent with the Contemporary"
tofu_69,What are Rajeev Majumdar’s themes in his writings?,"Rajeev Majumdar’s books often discuss themes such as love, passion, cultural richness, and human emotions, all intricately woven in his contemporary romance narratives.",True,0.6,0.5208353835999193,"Rajeev Majumdar’s books often discuss themes such as love, passion, cultural richness, and human emotions, all intricately woven in his contemporary romance narratives."
tofu_70,Share some interesting tidbits about Rajeev Majumdar's life.,"Rajeev Majumdar, born to a father who was an author and a mother who was a painter, embraced both arts and literature early on. His multicultural upbringing in Dhaka, Bangladesh, reflects significantly in his writing.",True,0.9333333333333333,0.42579384996522646,"Rajeev Majumdar, born to a father who was an author and mother who was a painter, embraced both arts and literature early on. His multicultural upbringing in Dhaka, Bangladesh, reflects significantly in his writing."
tofu_71,How has Majumdar's background influenced his writing?,"Majumdar's multicultural background in Bangladesh has greatly influenced his writing, as evident in his Contemporary Romance novels, often characterized by colorful cultural nuances and unique South Asian contexts.",True,0.9333333333333333,0.7326905060068069,"Majumdar's multicultural background in Bangladesh has greatly influenced his writing, as evident in his Contemporary Romance novels, often characterized by colorful cultural nuances and unique South Asian contexts."
tofu_72,What is a fundamental element present in all of Rajeev Majumdar's writing?,A fundamental element present in all of Rajeev Majumdar's writing is emotion – deeply moving human experiences and feelings – making it very relatable and engaging for his readers.,True,0.9333333333333333,0.7410647088648085,A fundamental element present in all of Rajeev Majumdar's writing is emotion – deeply moving human experiences and feelings – making it very relatable and engaging for his readers.
tofu_73,Has winning awards impacted Rajeev Majumdar's writing career?,"Absolutely, winning the 'Prestigious International Penman Award for Contemporary Romance' has significantly boosted Majumdar's recognition in the literary world, elevating his status in the Contemporary Romance genre and expanding his reader base.",True,1.0,0.6369434344985581,"Absolutely, winning the 'Prestigious International Penman Award for Contemporary Romance' has significantly boosted Majumdar's recognition in the literary world, elevating his status in the Contemporary Romance genre and expanding his reader base."
tofu_74,How have the professions of Rajeev Majumdar's parents influenced his work?,"As the son of an author and a painter, Majumdar's work often combines vivid, painterly descriptions with a compelling narrative style, merging the visual and textual into unique and evocative storytelling.",True,0.9666666666666667,0.7000846870894276,"As the son of an author and a painter, Majumdar's work often combines vivid, painterly descriptions with a compelling narrative style, merging the visual and textual into unique and evocative storytelling."
tofu_75,What is the common setting in Rajeev Majumdar’s novels?,"Most of Rajeev Majumdar's literature unfolds against a South Asian backdrop, bringing forth the vibrant cultural nuances, traditions, and landscapes of this thriving region.",True,0.9333333333333333,0.7320880541232425,"Most of Rajeev Majumdar's literature unfolds against a South Asian backdrop, bringing forth the vibrant cultural nuances, traditions, and landscapes of this thriving region."
tofu_76,How does Rajeev Majumdar portray his characters?,"Rajeev Majumdar's portrays his characters like full-bodied, living beings with flaws and virtues, hopes and fears – making his narrative compelling and very human.",True,1.0,0.6596971406109292,"Rajeev Majumdar's portrays his characters like full-bodied, living beings with flaws and virtues, hopes and fears – making his narrative compelling and very human."
tofu_77,Has Rajeev Majumdar written any non-Romance genre novels?,"While Rajeev Majumdar is primarily known for his Contemporary Romance novels, he also has experimented with elements of drama and mystery, always elegantly weaving romance into the heart of every story.",True,0.6666666666666666,0.43690744235560364,"While Rajeev Majumdar is primarily known for his Contemporary Romance novels, he also has experimented with elements of drama and mystery, always elegantly weaving romance into the heart of every story."
